mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__min_samples_leaf,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
6.38969628016154,2.083517372449128,0.18227569262186685,0.057343172747892204,12,2,"{'model__max_depth': 12, 'model__min_samples_leaf': 2}",0.7165512092940768,0.6936900447521696,0.7287205770376128,0.7129872770279531,0.014521495743632595,1
7.931002775828044,0.1271090858913124,0.21399346987406412,0.001620473728244121,12,10,"{'model__max_depth': 12, 'model__min_samples_leaf': 10}",0.7143102449612053,0.6935190880308006,0.7261837237918145,0.7113376855946069,0.013499918252613995,3
9.648997942606607,3.6196663339386466,0.14340734481811523,0.0004482023675425359,,2,"{'model__max_depth': None, 'model__min_samples_leaf': 2}",0.7140831170779028,0.687881513339719,0.7197840043426621,0.7072495449200947,0.013891616521609817,4
4.740690549214681,0.018073863384371985,0.11849562327067058,0.005407485611931246,,10,"{'model__max_depth': None, 'model__min_samples_leaf': 10}",0.7166285160303391,0.694009670112335,0.7263696958769936,0.7123359606732226,0.013555130406178902,2
