mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.10070888201395671,0.00435981213709477,0.014888525009155273,0.0010486312807331051,0.1,{'model__C': 0.1},0.7086747782708452,0.6927421036878152,0.7205018030217654,0.7073062283268087,0.011374091128227065,3
0.16128118832906088,0.01977923644208611,0.02137017250061035,0.004647248404007894,1.0,{'model__C': 1},0.7100441386705239,0.6940215446850643,0.721440220843584,0.7085019680663907,0.011246619290573,2
0.24117890993754068,0.024923921609787538,0.02356131871541341,0.0030370343281330083,10.0,{'model__C': 10},0.7094021100451058,0.6948734193749784,0.7213554636920426,0.7085436643707089,0.010828276702986389,1
